Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,39.66975851,40.74710717,43.35319831,46.72664967,50.37195116,52.79010859,56.22470816,59.59231951,60.70321324,63.34970262,64.45945497,61.22548289,51.75891291,51.09813434,51.44908929,50.50400744,56.09195343,52.01754878,49.98906567,52.72851054,57.73149159,61.22169122,66.39407209,70.14958924,75.11591697,75.15883213,,74.45343591,72.69438386,74.78959462,75.91852658,77.2628122,78.44172006,78.93924185,77.6462036,77.90888703,80.29562514,79.64615796,77.12981221,77.16714976,77.87117585,76.107342,74.4296542,71.4898012,70.47993289,70.02666626,65.597935,70.27026869,69.76192699,67.49976824,69.47313725,71.13189011,72.82565533,78.42285139,79.1625195,77.96132669,77.33499762,77.79668765,
"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91,3.92,3.95,3.95,3.75,,2.94,2.86,2.6,3.09,2.31,2.1,2.11,2.16,1.96,1.79,1.75,1.7,1.55,1.58,1.71,1.66,1.67,1.67,1.67,1.69,1.69,1.65,1.66,1.59,13.78,
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,6.625621204,6.413633943,6.40456123,6.427810836,6.706911636,6.707946753,7.009079755,6.926656609,7.364774536,7.416805569,7.980318698,7.888655192,8.448139722,10.13030948,13.58459479,12.74476172,13.30678996,13.62232002,14.1135032,15.5514297,16.88831477,15.96695647,14.09556644,13.08508607,14.125648,13.16618495,13.30788441,13.97600312,14.93324279,15.1860649,15.2701159,15.10349978,15.36864639,15.57486055,16.49242593,17.743973,17.92488705,18.51579035,17.94685675,18.22550307,19.90976608,18.0335684,17.31218409,17.69748507,19.16331181,20.20296605,21.31108803,21.92522135,23.49599425,18.41893097,21.66267061,24.11782171,23.96879199,23.28679248,23.01044864,20.94888843,19.77650443,20.26065546,20.78799702,19.64522746,
Rural population growth (annual %),SP.RUR.TOTL.ZG,,0.379767923,0.246910823,0.141586212,0.084937179,-0.06049969,-0.162375693,-0.235016471,-0.332098518,-0.36000921,0.15114236,1.222654982,1.032618392,0.916557525,0.875727251,0.948037348,0.912258491,0.967796113,1.025380476,1.065572373,0.78458496,0.40095247,0.369463154,0.327097085,0.282860477,0.299753937,0.334331076,0.304464143,0.315139141,0.356039611,0.279027731,-0.300544208,-0.256237,-0.330624269,-0.433368846,-0.474899093,-0.517077663,-0.473417401,-0.526404231,-0.554086374,-0.380113564,0.140997827,0.081502312,0.010863083,0.069599392,0.073389815,0.10867028,0.09315709,0.085657262,0.014133215,-0.031772278,-0.178536004,-0.195320249,-0.271138569,-0.261259249,-0.289831865,-0.33086252,-0.455478013,-0.587352502,-0.676688959,
"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,50.98762457,51.33190689,51.26202973,50.88355173,50.3462837,49.72235993,49.02973997,48.26235871,47.41268251,46.46655323,45.42712425,44.08156714,42.78677653,41.50732202,40.2124575,38.90970453,38.02003997,37.05769787,36.09119786,35.21412806,34.47325297,33.88481366,33.41648321,33.06351791,32.7963656,32.59593047,32.62662996,32.6910867,32.78136499,32.88613933,32.99124924,33.26841585,33.50437748,33.66991638,33.73724086,33.70256146,33.74139151,33.62355977,33.40404148,33.15431861,32.90140681,32.54125657,32.26590784,32.00427934,31.67321554,31.25583566,31.163237,30.95520281,30.68903221,30.44235985,30.24062933,30.01161752,29.75763921,29.50912506,29.27834209,29.06811054,28.84817,28.69434537,28.57070155,28.43196042,
"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,3.213688956,3.168434378,3.117064209,3.076890086,3.062707829,3.075579382,3.087425036,3.125629629,3.18506875,3.249813515,3.304405751,3.307104028,3.304808047,3.312188792,3.336494539,3.373117707,3.385389924,3.416593252,3.479038901,3.561129037,3.638567509,3.628043163,3.607308776,3.594387522,3.603515088,3.633627471,3.636102172,3.648126934,3.665941509,3.679844336,3.682283144,3.643844209,3.599584572,3.553313615,3.505652214,3.455544179,3.371786281,3.288505471,3.217032511,3.170677716,3.155453943,3.160580693,3.192425415,3.244347228,3.305233739,3.368284425,3.405819328,3.4471956,3.506722809,3.603930644,3.746795691,3.901762221,4.094914231,4.305300405,4.503635098,4.67318687,4.80220022,4.903722804,4.98876091,5.074230668,
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,6.21478282,6.090090791,6.004831976,5.966403724,5.977101711,6.029692524,6.124115008,6.268241425,6.458134036,6.672022521,6.874587921,7.068119698,7.28319213,7.53432612,7.820295497,8.115431872,8.308276823,8.484063362,8.631894886,8.760852577,8.885436955,9.028330557,9.168766976,9.289919268,9.374383941,9.411457739,9.39149962,9.326734722,9.211599946,9.05147051,8.860255221,8.702628891,8.504457709,8.264425898,8.001583276,7.741246326,7.541022905,7.377654989,7.24386719,7.13126584,7.035053534,6.938558376,6.850758766,6.773257253,6.717284251,6.695235613,6.718047941,6.763287339,6.811500591,6.846995744,6.868021428,6.934568262,7.007650213,7.083841125,7.160459921,7.234387599,7.300734762,7.364122455,7.413869539,7.433873443,
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.69108063,30.80258815,30.75251418,30.58035662,30.34292519,30.06791554,29.7485227,29.39599543,29.0059689,28.57259539,28.09745991,27.47450342,26.86913921,26.26261871,25.63988501,25.00510461,24.54681784,24.05023979,23.54517285,23.07752106,22.67316091,22.35136984,22.09153478,21.88954324,21.72906395,21.60058786,21.58675789,21.59161429,21.61124013,21.6409886,21.67449787,21.80028143,21.91008665,21.98922624,22.02474435,22.01526344,22.04722915,22.00600938,21.91654112,21.8117417,21.70288017,21.52850359,21.39623361,21.26817124,21.09990668,20.88113423,20.81752741,20.68990787,20.52483888,20.35926719,20.20480081,20.02513306,19.82316994,19.61704882,19.41624242,19.22372659,19.02334248,18.85852808,18.70903998,18.54931712,
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,66.6,67.1,66.9,66.6,66.8,66.8,66.7,67,66,66.8,67.1,67.4,67.4,67.6,68.2,68.8,69.1,69.5,69.6,70,70,70.4,70.8,71,71.1,71.1,71.2,71.4,71.4,71.7,71.8,72,72.3,72.2,72.4,72.5,73.1,73.6,73.8,73.9,74.1,74.3,74.4,74.5,75,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.1,,
Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,9.8,8.9,8.5,,
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01000023,18.76000023,18.09000015,17.05999947,16.18000031,15.77999973,15.5,16.20999908,17.05999947,17.22999954,16.82999992,16.80999947,15.84000015,15.63000011,16.89999962,19.57999992,19.87999916,18.90999985,18.76000023,18.21999931,16.79000092,15.48999977,15,13.84000015,13.64999962,13.09000015,17.87999916
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31999969,12.89999962,12.25,11.71000004,11.64999962,11.27000046,10.77999973,9.630000114,9.359999657,8.800000191,9.5,11,11.30000019,10.86999989,10.02000046,9.56000042,9.31000042,11.03999996,14.72999954,15.71000004,15.60999966,14.77000046,13.80000019,12.06000042,10.28999996,9.229999542,8,7.579999924,7.260000229,
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.20000076,56.04000092,56.47999954,56.58000183,57.61999893,57.86000061,58.15999985,58.70999908,58.75,58.90999985,59.02000046,58.79999924,58.59000015,58.45000076,58.15000153,58.24000168,58.33000183,58.25999832,58.45999908,58.13999939,57.5,56.93000031,56.79000092,56.29000092,56.11000061,55.84000015,56,56.31999969,56.38999939,56.75999832,
"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,42.79999924,43.40000153,43.29999924,42.90000153,43.29999924,44,46.5,47.59999847,48.5,50.40000153,51.29999924,51.09999847,53,54.90000153,56.59999847,57.20000076,58,59.59999847,61.70000076,62.5,61.90000153,61.90000153,62,61.90000153,62.79999924,63.70000076,64.30000305,64.59999847,64.5,64.40000153,62.90000153,61.70000076,61.79999924,62,62.74000168,62.49000168,62.38999939,62.93000031,63.34000015,62.90999985,63,62,61.06000137,59.22999954,58.65999985,58.58000183,57.86000061,57.20000076,56.5,55.22999954,53.54999924,53.27999878,53.93999863,53.47999954,53.58000183,53.79000092,53.79000092,54.27000046,54.52000046,55.15000153,53.20999908
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.11000061,72.26000214,72.40000153,72.5,72.68000031,72.88999939,73.11000061,73.36000061,73.62999725,73.94000244,74.73999786,75.69999695,76.05000305,76.15000153,76.33000183,76.26000214,76.56999969,77.19999695,78.65000153,78.94000244,78.83999634,78.87999725,78.73000336,78.66999817,78.69999695,78.79000092,78.84999847,78.76000214,78.73999786,
"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289999992,0.289999992,0.270000011,0.150000006,0.119999997,0.150000006,0.129999995,0.109999999,0.100000001,0.100000001,0.100000001,0.090000004,0.090000004,0.079999998,0.090000004,0.07,0.090000004,0.079999998,0.07,0.079999998,0.079999998,0.079999998,0.07,0.059999999,0.07,0.059999999,0.050000001,0.059999999,0.050000001,
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.47999954,52.52000046,52.86000061,54.13000107,54.58000183,54.97999954,55.72999954,56.02999878,56.36000061,56.59999847,56.06999969,55.29999924,55.13999939,55.00999832,55.27000046,55.63000107,55.63000107,55.29000092,53.45999908,52.54999924,52.11000061,52.31000137,52.31000137,52.70999908,52.95000076,53.31999969,53.90000153,54.22000122,54.70999908,
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.640000105,2.619999886,2.589999914,2.559999943,2.519999981,2.480000019,2.430000067,2.380000114,2.329999924,2.269999981,2.109999895,2.130000114,2.089999914,2.049999952,1.960000038,1.940000057,1.830000043,1.899999976,1.940000057,2.019999981,2.029999971,1.909999967,1.870000005,1.899999976,2.019999981,1.99000001,2.00999999,1.889999986,1.870000005,
Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income share held by fourth 20%,SI.DST.04TH.20,,,,,,,,,,,,,,,23.2,,,,,23.4,,,,,,,23.6,,,,,23.3,23.3,22.8,22.6,22.6,22.5,22.4,22.5,22.5,22.3,22.2,22.5,22.6,22.5,22.3,22.2,22.4,22.5,22.4,22.9,22.6,22.6,22.6,22.4,22.4,22.5,22.7,22.4,,
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,3.3,,,,3.2,,,,2.7,,,2.1,,2.4,,3.5,,,,
"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,99.88250773,,,
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,39000,37000,37000,37000,37000,37000,38000,38000,38000,39000,39000,40000,40000,41000,41000,42000,43000,45000,43000,41000,40000,40000,39000,39000,39000,39000,37000,37000,,
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,19.2,,,,,17.4,,,,,17.2,17.5,,,,
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.283019025,,,,,,,,,,5.693308174,,,,,5.651203327,,,,5.302059801,
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10906,30.96455,,,,,,
"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.20827961,11.61701965,11.9889698,12.64748001,,13.24493027,,
"Trained teachers in upper secondary education, female (% of female teachers)",SE.SEC.TCAQ.UP.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,92.70198822,,,,,,,,,,89.62045288,,,,,,,,,,,,,,93.71424103,93.69587708,94.18916321,,94.48554993,94.53521729,94.76950073,94.90273285,94.98448944,95.20452881,95.26347351,95.33496857,95.58524323,,96.02937317,,
"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.49237823,86.47915649,86.4824295,86.48239899,,86.47264099,,,,,,,,,,,,,,,,87.15969849,87.14785767,,87.07237244,,,
"Over-age students, primary, male (% of male enrollment)",SE.PRM.OENR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.96295,6.02897,,,6.5396,6.28186,,6.66108,6.40715,6.28326,6.808,,,,,,,,,7.10182,,,,,6.49249,6.3192,6.15881,6.19525,6.05834,5.88137,5.48341,6.47329,,,
"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24538372,24785698,25019052,25123678,24957956,,
"Preprimary education, duration (years)",SE.PRE.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,,,,,,,,,,,-6618000000,-7904000000,-9227000000,-7868000000,-8735000000,-9142000000,-8122000000,-8112000000,-8842000000,-10552000000,-12618000000,-17039000000,-19836000000,-20495000000,-23642000000,-25652000000,-27763000000,-26810000000,-28988000000,-30400000000,-31734000000,4910000000,-41912000000,-45355000000,-46078000000,-44050000000,-49513000000,-51424000000,-60033000000,-48082000000,-56417000000,-63786000000,-63045000000,-68447000000,-84320000000,-94084000000,-81375000000,-1.01E+11,-1.15E+11,-1.18E+11,-1.19E+11,-1.22E+11,-1.12E+11,-1.08E+11,-1.09E+11,-1.29E+11,-1.41E+11,-1.35E+11,-1.39E+11,,
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,,,,,,,,,,,23258.19171,23735.53222,24721.52721,25924.58951,25578.46494,25218.94374,26358.94661,27320.41619,28511.37398,29174.96311,28814.41779,29208.42502,28431.21486,29443.77049,31262.66901,32179.88902,32918.07896,33750.02642,34867.04479,35810.12772,36126.21751,35584.71042,36317.52751,36820.36006,37784.69363,38358.82475,39351.85974,40565.72198,41859.71325,43380.0398,44704.07657,44759.23352,45097.55825,46034.1891,47403.47442,48597.3485,49391.52045,50033.19738,49634.14993,47926.4869,48902.93071,49406.35193,50110.45276,50656.8911,51561.70672,52605.88859,53052.41508,54011.49471,55333.89001,,
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.763413771,0.753798957,0.757706633,0.983692394,3.174209828,3.077192268,2.963814523,3.031253076,2.676508436,4.814955354,5.492364253,4.060544627,2.428452519,2.680498664,2.441123023,2.13318824,0.970104044,1.287608947,1.031194471,1.143997627,1.305676093,0.967745121,0.965173811,0.890586347,0.737533872,0.790509501,0.964147134,0.760138799,0.483580244,0.591250384,0.969664206,0.878167346,0.599652728,0.788646895,1.18144816,1.224796157,1.094148278,1.040404326,1.912370912,0.770862912,0.917193075,1.226419147,0.826186247,0.785272959,0.664931284,0.274171912,0.33945281,0.477291211,0.711242137,,
GDP (current LCU),NY.GDP.MKTP.CN,5.43E+11,5.63E+11,6.05E+11,6.39E+11,6.86E+11,7.44E+11,8.15E+11,8.62E+11,9.43E+11,1.02E+12,1.07E+12,1.16E+12,1.28E+12,1.43E+12,1.55E+12,1.68E+12,1.87E+12,2.08E+12,2.35E+12,2.63E+12,2.86E+12,3.21E+12,3.34E+12,3.63E+12,4.04E+12,4.34E+12,4.58E+12,4.86E+12,5.24E+12,5.64E+12,5.96E+12,6.16E+12,6.52E+12,6.86E+12,7.29E+12,7.64E+12,8.07E+12,8.58E+12,9.06E+12,9.63E+12,1.03E+13,1.06E+13,1.09E+13,1.15E+13,1.22E+13,1.30E+13,1.38E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13,
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,15.14070397,14.60374842,15.28402669,16.73280446,12.86263807,11.10756984,11.99697067,12.32115488,13.6262844,11.37787684,8.789828617,11.16552893,9.845216685,8.108614398,11.00543479,9.596538897,6.98266271,9.39755898,8.560381309,7.777374612,6.740693474,6.871680395,7.046709477,6.190156744,7.525326917,7.682840612,8.532737933,9.963182278,10.13958247,9.553520417,9.098675893,7.961953709,6.825852178,6.063434932,6.039870268,5.958685727,7.13696015,5.21856263,2.187234317,1.099952543,3.211188044,4.359445271,6.213920654,6.423599726,7.459313424,7.636697218,6.113128006,6.035570056,5.752506615,,
Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,,,,,,,,,,,0.340987215,0.371339704,0.383528982,0.460713025,2.118364296,1.851415396,1.813636929,1.857156999,1.734403343,3.463726744,3.941125982,2.660283588,1.32060225,1.804935614,1.688779179,1.450310609,0.562652735,0.868212616,0.568782925,0.676347861,0.792081928,0.567120448,0.598760152,0.576506919,0.452220704,0.391259902,0.548341292,0.393813268,0.215990626,0.321782069,0.616154397,0.502428018,0.319778193,0.470510528,0.651516494,0.710524093,0.560711204,0.516867837,0.881772973,0.285173609,0.275903369,0.37628243,0.239512422,0.284723111,0.248755188,0.02158425,0.083063135,0.145834133,0.324811795,,
"Services, value added (current LCU)",NV.SRV.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16E+12,6.56E+12,7.00E+12,7.47E+12,7.83E+12,8.19E+12,8.55E+12,9.06E+12,9.65E+12,1.02E+13,1.07E+13,1.10E+13,1.10E+13,1.14E+13,1.18E+13,1.23E+13,1.27E+13,1.33E+13,1.40E+13,1.45E+13,1.51E+13,1.58E+13,,
"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48E+12,1.54E+12,1.63E+12,1.74E+12,1.67E+12,1.69E+12,1.78E+12,1.91E+12,1.96E+12,2.07E+12,2.14E+12,2.10E+12,1.90E+12,2.01E+12,2.02E+12,2.01E+12,2.06E+12,2.10E+12,2.12E+12,2.11E+12,2.16E+12,2.25E+12,,
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,,,,,,,,,,,0.367929653,0.053311585,-0.263698978,0.288415127,-0.052742514,0.948184585,-0.087060401,-1.109314611,-1.078712825,-0.858056113,-0.456933749,-0.390359715,-0.597346304,-1.421063841,-2.544226007,-2.627761047,-2.8794678,-2.981742312,-2.089053666,-1.537547992,-1.305586449,-0.464637879,-0.532764691,-0.950257919,-1.269164331,-1.174933889,-1.193800862,-1.188812039,-1.795368685,-2.656452293,-3.658187303,-3.476991211,-3.889774138,-4.390960826,-5.068681257,-5.532046503,-5.580504416,-4.971173723,-4.914671806,-2.743808137,-3.42783613,-3.728216029,-3.510346002,-2.923958352,-2.896407022,-2.889325321,-2.738514992,-2.846062471,-2.961395862,-2.848241324,
Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,7184036000,32094527000,32968422000,50103332000,37372695000,-16426051000,44004955000,55387466000,58526132000,35969890000,-12048621000,50047657000,-25358872000,-10050293000,1.00E+11,32199911000,10533471000,42348630000,27786690000,38805327000,20932726000,-2291614000,22700401000,28098867000,87980083000,40332407000,39485355000,94867850000,91315600000,86915303000,78189274000,-52903973000,24203620000,19791393000,82168033000,63363874000,86602132000,40343343000,-32480274000,-1.76E+11,56950337000,46435756000,70798446000,1.08E+11,85797831000,1.37E+11,24401464000,15695319000,53104800000,48263082000,
Exports of goods and services (current US$),NE.EXP.GNFS.CD,,,,,,,,,,,59709000000,62963000000,70843000000,95270000000,1.27E+11,1.39E+11,1.50E+11,1.59E+11,1.87E+11,2.30E+11,2.81E+11,3.05E+11,2.83E+11,2.77E+11,3.02E+11,3.03E+11,3.21E+11,3.64E+11,4.45E+11,5.04E+11,5.52E+11,5.95E+11,6.33E+11,6.55E+11,7.21E+11,8.13E+11,8.68E+11,9.54E+11,9.53E+11,9.93E+11,1.10E+12,1.02E+12,9.99E+11,1.04E+12,1.18E+12,1.31E+12,1.47E+12,1.66E+12,1.84E+12,1.58E+12,1.85E+12,2.10E+12,2.19E+12,2.27E+12,2.37E+12,2.27E+12,2.23E+12,2.37E+12,2.53E+12,2.51E+12,
Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,,,,,,,,,,,,2.514555083,4.994763058,3.951883651,-1.739565909,1.264049625,4.574996607,3.18340066,3.276330918,1.253390853,-1.26420665,0.396424533,0.501137769,4.699343853,4.353328203,4.24962042,3.170244912,2.475618507,3.235234905,1.948240517,0.868151581,-1.149251965,2.252084313,2.128063313,2.608368015,1.731852384,2.273145418,2.523709548,4.0905894,4.065441297,3.918785575,1.509205399,1.62155805,2.29465997,2.796130098,2.611782246,2.074367083,1.254920201,-1.151433329,-2.116181924,0.910769389,1.156197901,0.767480014,0.759690749,2.213807674,3.043989047,2.033962112,1.984461056,2.173886864,1.929882248,
